frame,front_knee_angle,rear_knee_angle,hip_angle,torso_lean,left_elbow_angle,right_elbow_angle,body_linearity,entry_angle,streamline_angle,elbow_extension,elbow_lock_angle
30,113.01528930664062,103.69644165039062,36.82293701171875,52.0236049069531,175.4000701904297,164.61463928222656,43.465324187582425,18.400885045900026,75.40466030972549,175.4000701904297,175.4000701904297
31,113.58634948730469,103.74749755859375,36.638587951660156,51.98997759856991,176.22003173828125,164.71202087402344,43.31118527734086,18.618924236974436,75.4240035407035,176.22003173828125,176.22003173828125
32,113.55055236816406,103.77371215820312,36.49267578125,51.96371937563879,176.10531616210938,164.8447723388672,43.197169922267626,18.599960734289454,75.42661650223283,176.10531616210938,176.10531616210938
33,113.53353881835938,103.72579956054688,36.35321044921875,51.9356429671884,176.41964721679688,164.69256591796875,43.09435469611658,18.753190445840403,75.41380898932886,176.41964721679688,176.41964721679688
34,113.00990295410156,103.21746826171875,36.24446105957031,51.90987726545155,175.8430938720703,164.33447265625,43.141140584162194,18.744382286319905,75.38915167884639,175.8430938720703,175.8430938720703
35,113.05671691894531,103.20440673828125,36.17875671386719,51.87869812447599,174.80870056152344,164.0996551513672,43.084914442889676,18.7206473338955,75.38649945049897,174.80870056152344,174.80870056152344
36,112.90718078613281,102.8284912109375,36.15032196044922,51.86775362475796,174.08575439453125,163.8577117919922,43.138928127379366,18.71112180487961,75.36579579296024,174.08575439453125,174.08575439453125
37,112.8458251953125,102.71963500976562,36.12654113769531,51.86600391554699,173.28890991210938,163.327392578125,43.177227650890224,18.690671359295834,75.3568727825972,173.28890991210938,173.28890991210938
38,112.83096313476562,102.66134643554688,36.10948181152344,51.86123216284121,172.69927978515625,162.91802978515625,43.256684251204234,18.724743470642267,75.36761882380746,172.69927978515625,172.69927978515625
39,113.2972412109375,103.0584716796875,36.126155853271484,51.81883713093868,172.8550567626953,162.38099670410156,43.21458072142444,18.909227467298336,75.28512781248826,172.8550567626953,172.8550567626953
40,113.77537536621094,102.95111083984375,36.660003662109375,51.816425853857865,173.26193237304688,162.2419891357422,43.258795176835,18.694251744465674,75.27128977005505,173.26193237304688,173.26193237304688
41,113.82759094238281,103.10049438476562,36.91939926147461,51.82378977411942,173.7040557861328,162.18365478515625,43.2718077799827,18.611242625794603,75.25991042037506,173.7040557861328,173.7040557861328
42,114.26141357421875,102.881591796875,37.02261734008789,51.838749925936824,173.9021453857422,162.068603515625,43.317052331605325,18.66483248578163,75.22459975112417,173.9021453857422,173.9021453857422
43,114.47747802734375,102.62548828125,37.05783462524414,51.84198567573098,174.01231384277344,162.0525665283203,43.306096889824204,18.6496522016009,75.23260108578732,174.01231384277344,174.01231384277344
44,114.64546203613281,102.47579956054688,37.08723831176758,51.84916027589138,174.0678253173828,161.8927459716797,43.31351817955606,18.669729909651124,75.23160689492688,174.0678253173828,174.0678253173828
45,114.11599731445312,102.2979736328125,37.06072998046875,51.84581192745381,174.17665100097656,161.7604217529297,43.31177858183014,18.619106076516857,75.23932897193579,174.17665100097656,174.17665100097656
46,112.94627380371094,102.16375732421875,37.0545768737793,51.839683747664736,174.29196166992188,161.7042999267578,43.36056590781856,18.565356736070527,75.25028738760936,174.29196166992188,174.29196166992188
47,112.6741943359375,101.88143920898438,36.97614669799805,51.83940577407498,174.40499877929688,161.52853393554688,43.417765345378314,18.62485987859509,75.19310542759897,174.40499877929688,174.40499877929688
48,112.3389892578125,101.59854125976562,36.882537841796875,51.83335089886501,174.52603149414062,161.3275604248047,43.458278010456574,18.691651768601588,75.18548414895095,174.52603149414062,174.52603149414062
49,112.31585693359375,101.29806518554688,36.76924514770508,51.82833808937082,174.7266387939453,161.2975616455078,43.48031872751296,18.751427008315545,75.1716256281472,174.7266387939453,174.7266387939453
50,112.01126098632812,101.1253662109375,36.70391082763672,51.81994064374157,174.9735565185547,161.20901489257812,43.504291909773094,18.80183441851142,75.14336357631437,174.9735565185547,174.9735565185547
51,111.91505432128906,101.01071166992188,36.669803619384766,51.81752505853309,175.1240692138672,161.23306274414062,43.51300109434466,18.83239095670214,75.09145626883445,175.1240692138672,175.1240692138672
52,111.73777770996094,100.94580078125,36.635250091552734,51.81359304441429,175.16624450683594,161.26318359375,43.51090818629077,18.848158737969413,75.0710673158995,175.16624450683594,175.16624450683594
53,110.95645141601562,100.88668823242188,36.616634368896484,51.817134039007584,175.1796112060547,161.3400421142578,43.569353692728605,18.840302875239047,75.02649044364897,175.1796112060547,175.1796112060547
54,110.60209655761719,100.874267578125,36.6425895690918,51.84959455106812,174.3705596923828,161.3849639892578,43.59404029514011,18.740630435077236,75.01538808481574,174.3705596923828,174.3705596923828
55,110.77157592773438,101.13339233398438,36.6627082824707,51.877552089554435,174.17417907714844,161.84642028808594,43.5226370790239,18.4969625040967,74.9986707099933,174.17417907714844,174.17417907714844
56,110.80143737792969,101.33505249023438,36.679290771484375,51.9078942446956,174.00628662109375,162.30047607421875,43.51958396868458,18.274786119269862,74.8815911626036,174.00628662109375,174.00628662109375
57,110.81146240234375,101.44036865234375,36.901878356933594,51.98442500949666,173.68084716796875,162.62857055664062,43.57848955310743,18.129806937024057,74.72821001004864,173.68084716796875,173.68084716796875
58,110.80279541015625,101.58154296875,36.914676666259766,52.01533384520659,173.54380798339844,162.87811279296875,43.58699944691903,18.062739652135974,74.62848450049154,173.54380798339844,173.54380798339844
59,110.82389831542969,101.80047607421875,36.92336654663086,52.00895118908455,173.41941833496094,162.7494354248047,43.57578806711589,17.968239714965506,74.59019418603211,173.41941833496094,173.41941833496094
60,110.60409545898438,101.71575927734375,36.948062896728516,52.01640406652028,173.39898681640625,162.71807861328125,43.625832745967195,17.88003197354041,74.50614858191352,173.39898681640625,173.39898681640625
61,110.5733642578125,101.94091796875,36.94870376586914,52.03697787890111,173.29913330078125,162.2959747314453,43.65087089719507,17.809163784353103,74.44934119130563,173.29913330078125,173.29913330078125
62,110.55255126953125,102.07028198242188,36.954898834228516,52.055705476575916,173.23385620117188,162.11288452148438,43.678007712308386,17.745317498704765,74.40842059335023,173.23385620117188,173.23385620117188
63,110.55892944335938,102.18325805664062,36.95024871826172,52.05331065456599,173.8096160888672,162.00608825683594,43.68115672060971,17.675017778125635,74.38333064897176,173.8096160888672,173.8096160888672
64,110.74372863769531,102.27102661132812,36.94259262084961,52.048962532270274,174.56959533691406,161.94505310058594,43.69771315776216,17.642898950581923,74.38955555327227,174.56959533691406,174.56959533691406
65,110.74662780761719,102.367431640625,36.951805114746094,52.04357032993593,175.14617919921875,161.91908264160156,43.729394506231245,17.584449084430645,74.39877820568307,175.14617919921875,175.14617919921875
66,110.34742736816406,102.00497436523438,36.92721176147461,52.02990397985066,175.5414276123047,161.89492797851562,43.79896866493135,17.529371101918827,74.40477040279643,175.5414276123047,175.5414276123047
67,111.23886108398438,101.84722900390625,37.202674865722656,52.0309783207222,175.769775390625,161.82504272460938,43.85373742792004,17.508587041063294,74.40581458729466,175.769775390625,175.769775390625
68,111.23684692382812,102.01766967773438,37.1392707824707,52.02018221290095,175.8734130859375,161.770751953125,43.841848619075414,17.5130476434924,74.42769869278548,175.8734130859375,175.8734130859375
69,111.93994140625,102.15786743164062,37.26252746582031,51.9876933290873,175.8890380859375,161.60830688476562,43.82409441911436,17.485017239760822,74.42907778313923,175.8890380859375,175.8890380859375
70,111.96391296386719,102.2828369140625,37.15184020996094,51.96609978075482,175.97207641601562,161.52317810058594,43.78318777841387,17.437443163520072,74.43052245013214,175.97207641601562,175.97207641601562
71,112.36936950683594,102.0916748046875,37.2177619934082,51.93770331079226,176.87681579589844,161.410888671875,43.80308458099873,17.3588986954027,74.45358079830773,176.87681579589844,176.87681579589844
72,112.84783935546875,101.98709106445312,37.24571228027344,51.89749226764804,177.48072814941406,161.33277893066406,43.80332234914304,17.360787246476775,74.47946496815867,177.48072814941406,177.48072814941406
73,112.99140930175781,101.87734985351562,37.2554931640625,51.862052804949236,178.05633544921875,161.2932891845703,43.84001194387248,17.320776055143398,74.51457930615513,178.05633544921875,178.05633544921875
74,112.24911499023438,101.77297973632812,37.05497360229492,51.83250387120473,178.37002563476562,161.2484893798828,43.87382422715358,17.327565470610864,74.5385371308001,178.37002563476562,178.37002563476562
75,112.29512023925781,101.6793212890625,37.088375091552734,51.792139191222525,178.4615020751953,161.2583465576172,43.91472354781145,17.35410202508683,74.5479107921456,178.4615020751953,178.4615020751953
76,111.92361450195312,101.602294921875,36.89659118652344,51.74999091935798,178.4839324951172,161.2783203125,43.88714031456283,17.327462272449793,74.57543760446968,178.4839324951172,178.4839324951172
77,111.60842895507812,101.58544921875,36.798912048339844,51.71880416387352,178.31838989257812,161.25820922851562,43.864315718805614,17.305042680591697,74.59085662232522,178.31838989257812,178.31838989257812
78,111.32695007324219,101.59951782226562,36.7441520690918,51.694206329668866,177.98594665527344,161.25035095214844,43.88726291366326,17.31108061052271,74.58636653819465,177.98594665527344,177.98594665527344
79,111.18463134765625,101.60256958007812,36.7180061340332,51.68356049220237,177.89242553710938,160.6520233154297,43.881932392322334,17.288387612296845,74.57156185742691,177.89242553710938,177.89242553710938
80,111.32200622558594,101.619873046875,36.707550048828125,51.64436720451534,177.82907104492188,160.66000366210938,43.861720271967194,17.297647452038944,74.55863922543826,177.82907104492188,177.82907104492188
81,111.93885803222656,101.64505004882812,36.8653450012207,51.60733570463634,177.88197326660156,160.68923950195312,43.858370363734046,17.26795530202108,74.53174977540286,177.88197326660156,177.88197326660156
82,112.3577880859375,101.6827392578125,37.00486373901367,51.6183543497021,177.94395446777344,160.71408081054688,43.868654092415454,17.19194192370051,74.50712314726724,177.94395446777344,177.94395446777344
83,112.26271057128906,101.7347412109375,36.953651428222656,51.603841105916445,177.66697692871094,160.61817932128906,43.84990468731319,17.0585327388724,74.56711918451796,177.66697692871094,177.66697692871094
84,112.38478088378906,101.78121948242188,36.89137268066406,51.5550515844413,177.82643127441406,160.58172607421875,43.80822344112083,17.055983007255122,74.58959905430015,177.82643127441406,177.82643127441406
85,112.11595153808594,101.82864379882812,36.86650848388672,51.51392997322346,177.80653381347656,160.5511016845703,43.796371120199964,17.029264259086858,74.56874002715855,177.80653381347656,177.80653381347656
86,112.638671875,101.87701416015625,37.047271728515625,51.50313537147854,177.5474853515625,160.52406311035156,43.78828947127744,16.92721201403532,74.55915472898081,177.5474853515625,177.5474853515625
87,113.04225158691406,101.92742919921875,37.173431396484375,51.49443393711409,177.2476348876953,160.518798828125,43.77595995158917,16.85834165990758,74.55404215265293,177.2476348876953,177.2476348876953
88,112.69601440429688,101.98687744140625,37.0354118347168,51.43411901082488,177.0672607421875,160.4371337890625,43.748648473074404,16.817785100807384,74.563772945843,177.0672607421875,177.0672607421875
89,112.53349304199219,102.05288696289062,36.96826934814453,51.39127624881634,176.93157958984375,160.36508178710938,43.71099239872973,16.782492077444374,74.58999580897745,176.93157958984375,176.93157958984375
90,112.98379516601562,102.10305786132812,36.877498626708984,51.33520035313743,176.79319763183594,160.30296325683594,43.6716061738092,16.78400594489503,74.59301041129929,176.79319763183594,176.79319763183594
91,113.11492919921875,102.1490478515625,36.818302154541016,51.30744346632001,176.6450653076172,160.31871032714844,43.63833947421007,16.7496984844081,74.57618334091734,176.6450653076172,176.6450653076172
92,113.0400390625,102.18243408203125,36.79463577270508,51.29113428102293,176.47962951660156,160.3213348388672,43.62519102266687,16.7162843795916,74.56671175760114,176.47962951660156,176.47962951660156
93,113.02212524414062,102.2132568359375,36.77855682373047,51.28791313806911,176.3406982421875,160.34930419921875,43.61584656710101,16.64436110930643,74.55778005002031,176.3406982421875,176.3406982421875
94,112.98245239257812,102.25784301757812,36.77783966064453,51.28837706162565,176.20831298828125,160.36810302734375,43.615473915215816,16.590468031249003,74.54834837285728,176.20831298828125,176.20831298828125
95,113.30792236328125,102.31350708007812,36.778411865234375,51.271258038583824,176.06243896484375,160.36285400390625,43.58987711823803,16.581196055612736,74.54484238646641,176.06243896484375,176.06243896484375
96,113.36431884765625,102.31979370117188,36.70781326293945,51.286446944771264,175.85398864746094,160.35772705078125,43.61832038501201,16.626753780590604,74.5311899105228,175.85398864746094,175.85398864746094
97,114.11293029785156,102.26531982421875,36.620052337646484,51.2621694141161,176.31588745117188,160.43173217773438,43.60634260593353,16.850049427324336,74.5233463278247,176.31588745117188,176.31588745117188
98,114.48236083984375,102.27780151367188,36.579105377197266,51.241873439978,176.33670043945312,160.68063354492188,43.58522275850989,16.89230554232745,74.5371251099045,176.33670043945312,176.33670043945312
99,114.61383056640625,102.50234985351562,36.59154510498047,51.228142469559266,176.305908203125,160.73939514160156,43.578945144223255,16.89229378938569,74.54281565479839,176.305908203125,176.305908203125
100,115.0628662109375,103.18228149414062,36.56740951538086,51.21833864776739,176.2606964111328,160.73992919921875,43.47646463326246,16.93195005139566,74.53950977196638,176.2606964111328,176.2606964111328
101,115.35821533203125,103.28970336914062,36.573978424072266,51.20645222501698,176.22128295898438,160.77371215820312,43.47678619618904,16.952657994598127,74.55911575624917,176.22128295898438,176.22128295898438
102,115.75425720214844,103.7373046875,36.570045471191406,51.20193898364564,176.19369506835938,160.9215087890625,43.3889583189136,16.93470549601912,74.56219280802955,176.19369506835938,176.19369506835938
103,116.34722900390625,104.04794311523438,36.55624771118164,51.20882703921938,176.1367645263672,161.0009307861328,43.337320186386094,16.972464007377,74.55581721942373,176.1367645263672,176.1367645263672
104,116.52133178710938,104.29292297363281,36.55818557739258,51.21055333051148,176.1219024658203,161.0424041748047,43.275833547078136,16.94220748003184,74.55600500004972,176.1219024658203,176.1219024658203
105,116.39399719238281,104.26600646972656,36.49910354614258,51.20393273230679,176.0713348388672,161.03334045410156,43.26510742056485,16.90861098006752,74.54590712129755,176.0713348388672,176.0713348388672
106,116.31629943847656,104.30357360839844,36.48609161376953,51.218505122477424,176.05096435546875,161.08807373046875,43.2524394092072,16.861650380030852,74.53604084140315,176.05096435546875,176.05096435546875
107,117.67257690429688,104.47502136230469,36.519718170166016,51.22651735367326,175.88560485839844,161.15896606445312,43.190604629163474,16.943859827470277,74.52651427096195,175.88560485839844,175.88560485839844
108,118.22244262695312,104.455322265625,36.52310562133789,51.24394490087799,175.72900390625,161.3143768310547,43.12316295985747,16.87520837042001,74.51617398204363,175.72900390625,175.72900390625
109,118.17814636230469,104.49673461914062,36.523677825927734,51.28317306730774,175.532470703125,161.1234130859375,43.09886291142943,16.766552938506237,74.43850604644105,175.532470703125,175.532470703125
110,118.42835998535156,104.5640869140625,36.548484802246094,51.31834627284423,175.38299560546875,161.23533630371094,43.03452290216308,16.692533644546273,74.3932006957467,175.38299560546875,175.38299560546875
111,118.29029846191406,104.61653137207031,36.550907135009766,51.34542547360008,175.30052185058594,161.05392456054688,43.03577620108873,16.66086644746386,74.34445750714534,175.30052185058594,175.30052185058594
112,117.99880981445312,104.57763671875,36.52720260620117,51.371742542384936,175.15721130371094,160.83035278320312,43.13609081923358,16.78378123857715,74.28921063263256,175.15721130371094,175.15721130371094
113,116.48597717285156,103.93988037109375,36.507816314697266,51.39896326419154,175.0516815185547,160.4443817138672,43.35895852502366,16.797234815025803,74.2633290167279,175.0516815185547,175.0516815185547
114,116.39213562011719,104.78839111328125,36.6751708984375,51.41506006532156,174.8227996826172,160.55862426757812,43.337549503171346,16.733195249152885,74.32468918003441,174.8227996826172,174.8227996826172
115,118.03335571289062,105.26382446289062,37.139923095703125,51.443015531655796,174.65365600585938,160.5490264892578,43.328946875711026,16.706165516183205,74.39801941794656,174.65365600585938,174.65365600585938
116,118.85617065429688,105.69142150878906,37.40060043334961,51.476421158072235,174.5540771484375,160.6185760498047,43.312543717664084,16.681591802062144,74.40126374773183,174.5540771484375,174.5540771484375
117,116.38880920410156,105.61436462402344,37.59315872192383,51.59674245455466,174.670166015625,161.0540313720703,43.366486595595326,16.443352582115836,74.41100352045622,174.670166015625,174.670166015625
118,116.23927307128906,105.60302734375,37.766395568847656,51.69370584492574,174.73936462402344,161.41014099121094,43.350178455600854,16.417877073645514,74.44689345202939,174.73936462402344,174.73936462402344
119,115.95181274414062,105.3560791015625,37.6723518371582,51.80520693509199,171.55303955078125,160.9393310546875,43.53820499831472,16.57876656323569,74.28599822711053,171.55303955078125,171.55303955078125
120,115.40837097167969,105.2587890625,37.46770477294922,51.8928397569443,171.2250213623047,160.9242706298828,43.587288473254844,16.717709093586194,74.26254666302087,171.2250213623047,171.2250213623047
121,115.20890808105469,104.9959716796875,37.835750579833984,52.21951594620295,169.90272521972656,160.79302978515625,43.99070245122764,16.619244878032447,74.1220252873687,169.90272521972656,169.90272521972656
122,113.70637512207031,104.12443542480469,37.50177764892578,52.41909787216156,169.35858154296875,160.69459533691406,44.30939261047719,16.631730044641955,73.99306836556828,169.35858154296875,169.35858154296875
123,113.04244995117188,103.60855102539062,37.32008743286133,52.55752212462689,169.3254852294922,160.65736389160156,44.53637439348204,16.66329621638394,73.92157943208989,169.3254852294922,169.3254852294922
124,113.20243835449219,103.46456909179688,37.234806060791016,52.7481765146364,168.51510620117188,160.6684112548828,44.764400856540085,16.64569642801402,73.71391350101423,168.51510620117188,168.51510620117188
125,112.77435302734375,102.99417114257812,37.063995361328125,52.82412147286344,168.34915161132812,160.7686309814453,44.917100965527695,16.68350712779724,73.58285854376234,168.34915161132812,168.34915161132812
126,115.58601379394531,103.041259765625,36.70415115356445,52.98900791099422,167.94032287597656,161.0499725341797,44.98784733217452,17.199877829285498,73.42769425381387,167.94032287597656,167.94032287597656
127,115.20750427246094,102.70126342773438,36.60105895996094,53.00272230747078,167.4510955810547,162.21604919433594,44.936367244487,17.74535111330252,72.81744979660284,167.4510955810547,167.4510955810547
128,113.75518798828125,102.5909423828125,36.56490707397461,52.95077243025836,167.5308380126953,161.85043334960938,44.942016207862736,18.02339898052776,72.40798040686873,167.5308380126953,167.5308380126953
129,112.015380859375,102.13998413085938,36.276634216308594,52.9780542878529,169.4110107421875,163.28097534179688,45.081629808117924,18.9776903304203,71.22340667320125,169.4110107421875,169.4110107421875
130,111.23495483398438,101.92269897460938,36.130123138427734,52.977378456183395,169.38674926757812,163.66758728027344,45.128338848504,19.349138055072217,70.90139997029553,169.38674926757812,169.38674926757812
131,110.69821166992188,101.82366943359375,35.911590576171875,53.081467019003725,168.89892578125,163.23110961914062,45.349203674091065,19.644028032883853,70.73933452546032,168.89892578125,168.89892578125
132,108.845947265625,101.45419311523438,35.92815399169922,53.12621160856969,169.83944702148438,163.15928649902344,45.74960535053187,19.952027195806465,70.5741212425194,169.83944702148438,169.83944702148438
133,109.17469787597656,101.13006591796875,35.95671081542969,53.23043432471666,168.96116638183594,162.76986694335938,45.82340456587796,20.085745988882877,70.48224602395173,168.96116638183594,168.96116638183594
134,109.44566345214844,100.994140625,35.993553161621094,53.29071893355777,168.7032928466797,162.51451110839844,45.813803801499965,20.024210447726773,70.67168086878407,168.7032928466797,168.7032928466797
135,109.62937927246094,100.96633911132812,36.09266662597656,53.38985173625008,167.97531127929688,162.62840270996094,45.90163054412017,19.875143003200947,70.65557157242148,167.97531127929688,167.97531127929688
136,109.66798400878906,100.95797729492188,35.999942779541016,53.4654375022021,162.9915771484375,165.01214599609375,45.965332241128685,20.364723632497032,68.93975783887441,165.01214599609375,165.01214599609375
137,109.71379089355469,101.10894775390625,35.96625900268555,53.51899804721975,160.85433959960938,165.66131591796875,45.949339105846306,20.23676133345188,68.41116974251153,165.66131591796875,165.66131591796875
138,111.22239685058594,101.33807373046875,35.49658203125,53.20119120255907,159.68307495117188,165.52279663085938,45.87248447233895,20.153247823566744,68.16725863610802,165.52279663085938,165.52279663085938
139,111.95387268066406,101.46697998046875,35.24448013305664,53.069954216958955,159.03709411621094,165.86875915527344,45.835435659494216,20.069401305968427,67.66838701515346,165.86875915527344,165.86875915527344
140,111.55471801757812,101.357177734375,35.1147346496582,53.054833279949044,157.42501831054688,165.46682739257812,45.84715584368445,19.923103706428947,67.7401575328774,165.46682739257812,165.46682739257812
141,112.10993957519531,101.4344482421875,34.85430145263672,52.9127873861627,158.5942840576172,165.05642700195312,45.717681096593786,19.381940470166086,68.10872519659561,165.05642700195312,165.05642700195312
142,112.0865478515625,101.42971801757812,34.71925735473633,52.79568644396582,161.26324462890625,164.76141357421875,45.59585469224188,19.03675688038109,68.4068303303655,164.76141357421875,164.76141357421875
143,112.14482116699219,101.37384033203125,34.59214782714844,52.68326033023731,163.0201873779297,164.35389709472656,45.48005306968789,18.64080755669937,68.78930559268193,164.35389709472656,164.35389709472656
144,112.26263427734375,101.42575073242188,34.4954833984375,52.55582308349205,164.1719970703125,163.98155212402344,45.32939964849146,18.362970802616786,69.20673162233105,164.1719970703125,164.1719970703125
145,112.26899719238281,101.46395874023438,34.606109619140625,52.480096974730785,165.39785766601562,163.7289581298828,45.31935919875284,18.160489845249202,69.39367845324433,165.39785766601562,165.39785766601562
146,112.34410095214844,101.48794555664062,34.63698196411133,52.37334052490284,165.47865295410156,163.01438903808594,45.328936828574655,18.03671661427964,69.44869375414396,165.47865295410156,165.47865295410156
147,111.94915771484375,101.57846069335938,34.28831100463867,52.28852333242548,165.3125457763672,162.8214111328125,45.32926033475606,18.159076331043366,69.37687607088404,165.3125457763672,165.3125457763672
148,111.86991882324219,101.65957641601562,34.072757720947266,52.25401904446046,164.94161987304688,162.70388793945312,45.352351824206615,18.318321225968617,69.29603632002473,164.94161987304688,164.94161987304688
149,112.10316467285156,102.66061401367188,33.6392707824707,52.131995814775124,164.87216186523438,162.73699951171875,45.17600198740959,18.521801712111397,69.29497026244873,164.87216186523438,164.87216186523438
150,111.71971130371094,102.80014038085938,33.449676513671875,52.083878834315115,164.9468994140625,162.30343627929688,45.143561056455006,18.421418840341516,69.27453482556221,164.9468994140625,164.9468994140625
151,112.4522705078125,102.40460205078125,33.90400695800781,52.12370232493201,164.9848175048828,162.2542266845703,45.25691625330876,18.285205795167457,69.2774887691719,164.9848175048828,164.9848175048828
152,112.09822082519531,102.24948120117188,33.802452087402344,52.11019366165353,164.85972595214844,162.00123596191406,45.25863495280458,18.24043786671001,69.47089088335522,164.85972595214844,164.85972595214844
153,111.687744140625,101.95327758789062,33.757991790771484,52.16093135754368,165.00450134277344,161.69654846191406,45.35681579013948,18.13546917299834,69.64788070279027,165.00450134277344,165.00450134277344
